"IsAlert","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
1,0,0,1,4,0.02,312,1,1,1,55,0,102.04,0.07,240,4.51,0,1991,0,0,0,4,14.97
1,0,0,1,4,0.02,312,1,1,1,55,0,102,0.07,240,4.51,0,1988,0,0,0,4,14.99
1,0,0,1,-8,0.02,313,1,1,1,55,0,101.92,0,240,4.51,0,1987,0,0,0,4,15.01
1,0,0,1,-8,0.02,313,1,1,1,55,0,101.88,0,240,4.51,0,1988,0,0,0,4,15.03
1,0,0,1,-8,0.02,313,1,1,1,55,0,101.69,0,240,4.51,0,1983,0,0,0,4,15.02
1,0,0,1,-8,0.02,313,1,1,1,55,0,101.43,0.07,240,4.51,0,1978,0,0,0,4,15.03
1,0,0,1,-8,0.02,313,1,1,1,55,0,101.27,0,240,4.51,0,1975,0,0,0,4,15.09
1,0,0,1,-8,0.02,313,1,1,1,55,0,101.19,0.07,240,4.51,0,1971,0,0,0,4,15.08
1,0,0,1,-12,0.02,317,1,1,1,54,0,101.02,0.07,240,4.51,0,1971,0,0.8,0,4,15.12
1,0,0,1,-12,0.02,317,1,1,1,54,0,101.02,0,240,4.51,0,1966,0,3.4,0,4,15.18
1,0,0,1,-12,0.02,317,1,1,1,54,0,100.98,0,240,4.51,0,2012,0,4.7,0,4,15.23
1,0,0,1,-12,0.02,317,1,1,1,54,0,100.75,0.07,240,4.51,0,1960,0,4.7,0,4,15.27
1,0,0,1,-6,0.02,319,1,1,1,54,0,100.78,0.07,240,4.51,0,1962,0,5.2,0,4,15.31
1,0,0,1,-6,0.02,319,1,1,1,54,0,100.67,0.07,240,4.51,0,1984,0,5.2,0,4,15.34
1,0,0,1,-6,0.02,319,1,1,1,54,0,100.72,0,240,4.51,0,2012,0,5.2,0,4,15.36
1,0,0,1,-6,0.02,319,1,1,1,54,0,100.58,0,240,4.51,0,1998,0,5.2,0,4,15.37
1,0,0,1,-6,0.02,319,1,1,1,54,0,100.46,0.07,240,4.51,0,1973,0,4.7,0,4,15.38
1,0,0,1,-6,0.02,319,1,1,1,54,0,100.35,0,240,4.51,0,1966,0,4.3,0,4,15.39
1,0,0,1,-16,0.02,316,1,1,1,53,0,100.3,0.07,240,4.51,0,1944,0,0,0,4,15.4
1,0,0,1,-16,0.02,316,1,1,1,53,0,100.3,0.07,240,4.51,0,1944,0,0,0,4,15.39
1,0,0,1,-16,0.02,316,1,1,1,53,0,99.87,0,240,4.51,0,1935,0,0,0,4,15.38
1,0,0,1,-16,0.02,316,1,1,1,53,0,99.87,0,240,4.51,0,1935,0,0,0,4,15.34
1,0,0,1,-14,0.02,317,1,1,1,51,0,99.54,0.07,240,4.51,0,1940,0,0,0,4,15.33
1,0,0,1,-14,0.02,317,1,1,1,51,0,99.54,0.07,240,4.51,0,1940,0,0,0,4,15.31
1,0,0,1,-14,0.02,317,1,1,1,51,0,99.38,0,240,4.51,0,1939,0,0,0,4,15.28
1,0,0,1,-14,0.02,317,1,1,1,51,0,99.38,0,240,4.51,0,1939,0,0,0,4,15.27
1,0,0,1,-14,0.02,317,1,1,1,51,0,99.25,0,240,4.51,0,1934,0,0,0,4,15.25
1,0,0,1,-14,0.02,317,1,1,1,51,0,99.25,0,240,4.51,0,1934,0,0,0,4,15.24
0,0,0,1,8,0.02,319,1,1,1,50,0,98.76,0,240,4.51,0,1925,0,0,0,4,15.2
0,0,0,1,8,0.02,319,1,1,1,50,0,98.76,0,240,4.51,0,1925,0,0,0,4,15.19
0,0,0,1,8,0.02,319,1,1,1,50,0,98.62,0,240,4.51,0,1921,0,0,0,4,15.17
0,0,0,1,8,0.02,319,1,1,1,50,0,98.62,0,240,4.51,0,1921,0,0,0,4,15.15
0,0,0,1,8,0.02,319,1,1,1,50,0,98.32,0,240,4.51,0,1917,0,0,0,4,15.14
0,0,0,1,8,0.02,319,1,1,1,50,0,98.32,0,240,4.51,0,1917,0,0,0,4,15.14
0,0,0,1,8,0.02,319,1,1,1,50,0,97.95,0,255,4.51,0,1907,0,0,0,4,15.12
0,0,0,1,8,0.02,319,1,1,1,50,0,97.95,0,255,4.51,0,1907,0,0,0,4,15.12
0,0,0,1,8,0.02,319,1,1,1,50,0,97.81,0,240,4.51,0,1905,0,0,0,4,15.11
0,0,0,1,8,0.02,319,1,1,1,50,0,97.65,0.07,240,4.51,0,1904,0,0,0,4,15.1
0,0,0,1,8,0.02,319,1,1,1,50,0,97.54,0,240,4.51,0,1901,0,1,0,4,15.09
0,0,0,1,8,0.02,319,1,1,1,50,0,97.61,0,240,4.51,0,1900,0,2.3,0,4,15.08
0,0,0,1,8,0.02,319,1,1,1,50,0,97.44,0.28,240,5.99,0,1937,0,3.6,0,4,15.06
0,0,0,1,8,0.02,319,1,1,1,50,0,97.34,0.39,1008,5.99,0,1880,0,4.9,0,4,15.05
0,0,0,1,8,0.02,319,1,1,1,50,0,97.31,0.28,752,5.99,0,1907,0,5.8,0,4,15.05
0,0,0,1,8,0.02,319,1,1,1,50,0,97.22,0.18,1008,5.99,0,1925,0,6.3,0,4,15.06
1,0,0,1,0,0.02,318,1,1,1,49,0,97.14,0.28,496,4.51,0,1942,0,6.3,0,4,15.05
1,0,0,1,0,0.02,318,1,1,1,49,0,97.05,0.28,752,3.02,0,1956,0,6.3,0,4,15.03
1,0,0,1,0,0.02,318,1,1,1,49,0,96.93,0.18,752,3.02,0,1940,0,6.3,0,4,15.02
1,0,0,1,0,0.02,318,1,1,1,49,0,96.97,0.07,255,3.02,0,1915,0,6.3,0,4,15.02
1,0,0,1,0,0.02,318,1,1,1,49,0,96.92,-0.18,1023,3.02,0,1914,0,6.3,0,4,15
1,0,0,1,0,0.02,318,1,1,1,49,0,96.85,-0.18,767,3.02,0,1915,0,6.3,0,4,15
1,0,0,1,-4,0.02,317,1,1,1,50,0,96.77,-0.07,255,3.02,0,1913,0,6.3,0,4,15
1,0,0,1,-4,0.02,317,1,1,1,50,0,96.65,-0.07,511,3.02,0,1911,0,6.3,0,4,14.98
1,0,0,1,-4,0.02,317,1,1,1,50,0,96.55,-0.07,767,3.02,0,1908,0,5.8,0,4,14.98
1,0,0,1,-4,0.02,317,1,1,1,50,0,96.59,0,255,3.02,0,1907,0,5.4,0,4,14.99
1,0,0,1,4,0.02,319,1,1,1,50,0,96.59,0.07,752,3.02,0,1910,0,4.5,0,4,14.96
1,0,0,1,4,0.02,319,1,1,1,50,0,96.46,0,1008,3.02,0,1912,0,4.1,0,4,14.95
1,0,0,1,4,0.02,319,1,1,1,50,0,96.43,0,1008,3.02,0,1897,0,4.1,0,4,14.94
1,0,0,1,4,0.02,319,1,1,1,50,0,96.27,0.07,1008,3.02,0,1876,0,4.1,0,4,14.94
1,0,0,1,4,0.02,319,1,1,1,50,0,96.25,0,1008,3.02,0,1882,0,4.1,0,4,14.95
1,0,0,1,4,0.02,319,1,1,1,50,0,96.31,0,1008,3.02,0,1885,0,4.1,0,4,14.94
1,0,0,1,4,0.02,317,1,1,1,50,0,96.22,0.07,1008,3.02,0,1891,0,4.5,0,4,14.94
1,0,0,1,4,0.02,317,1,1,1,50,0,95.99,0.18,1008,3.02,0,1890,0,6.7,0,4,14.96
1,0,0,1,4,0.02,317,1,1,1,50,0,95.87,0,1008,3.02,0,1891,0,8,0,4,14.98
1,0,0,1,4,0.02,317,1,1,1,50,0,95.91,0,1023,3.02,0,1899,0,9.3,0,4,14.96
1,0,0,1,-6,0.02,316,1,1,1,44,0,95.9,0,1023,3.02,0,1914,0,10.2,0,4,14.94
1,0,0,1,-6,0.02,316,1,1,1,44,0,95.85,0,1023,3.02,0,1915,0,11,0,4,14.96
1,0,0,1,-6,0.02,316,1,1,1,44,0,95.86,0,1023,3.02,0,1903,0,11.5,0,4,14.95
1,0,0,1,-6,0.02,316,1,1,1,44,0,95.79,-0.07,1008,3.02,0,1895,0,11.9,0,4,14.96
1,0,0,1,-6,0.02,316,1,1,1,44,0,95.76,0,1008,3.02,0,1890,0,11.9,0,4,14.97
1,0,0,1,-6,0.02,316,1,1,1,44,0,95.72,0.07,1008,3.02,0,1880,0,11.9,0,4,14.98
1,0,0,1,-2,0.02,315,1,1,1,46,0,95.69,0.18,1008,3.02,0,1877,0,17.1,0,4,14.95
1,0,0,1,-2,0.02,315,1,1,1,46,0,95.65,0.07,1008,3.02,0,1882,0,19.7,0,4,14.95
1,0,0,1,-2,0.02,315,1,1,1,46,0,95.79,0.07,1008,3.02,0,1960,0,20.2,0,4,14.94
1,0,0,1,-2,0.02,315,1,1,1,46,0,95.86,0,1008,3.02,0,1940,0,19.3,0,4,14.93
1,0,0,1,-12,0.02,315,1,1,1,48,0,95.94,0,1008,3.02,0,1875,0,18.9,0,4,14.95
1,0,0,1,-12,0.02,315,1,1,1,48,0,95.86,0,1023,3.02,0,1879,0,18.4,0,4,14.97
1,0,0,1,-12,0.02,315,1,1,1,48,0,95.8,0,1023,3.02,0,1869,0,18,0,4,14.98
1,0,0,1,-12,0.02,315,1,1,1,48,0,95.8,0,1023,3.02,0,1869,0,18,0,4,15.02
1,0,0,1,-12,0.02,315,1,1,1,48,0,96.09,0,1023,3.02,0,1878,0,18,0,4,15.07
1,0,0,1,-12,0.02,315,1,1,1,48,0,96.09,0,1023,3.02,0,1878,0,18,0,4,15.12
1,0,0,1,-8,0.02,319,1,1,1,50,0,95.98,0,1008,3.02,0,1891,0,17.6,0,4,15.18
1,0,0,1,-8,0.02,319,1,1,1,50,0,95.98,0,1008,3.02,0,1891,0,17.6,0,4,15.23
1,0,0,1,-8,0.02,319,1,1,1,50,0,96.09,0,1023,3.02,0,1882,0,19.7,0,4,15.27
1,0,0,1,-8,0.02,319,1,1,1,50,0,96.09,0,1023,3.02,0,1882,0,19.7,0,4,15.3
1,0,0,1,-8,0.02,319,1,1,1,50,0,96.33,0,1023,3.02,0,1895,0,21,0,4,15.3
1,0,0,1,-8,0.02,319,1,1,1,50,0,96.33,0,1023,3.02,0,1895,0,21,0,4,15.35
1,0,0,1,-6,0.01,317,1,1,1,51,0,96.21,0,1023,3.02,0,1913,0,21.5,0,4,15.33
1,0,0,1,-6,0.01,317,1,1,1,51,0,96.21,0,1023,3.02,0,1913,0,21.5,0,4,15.3
1,0,0,1,-6,0.01,317,1,1,1,51,0,96.52,-0.07,1023,3.02,0,1894,0,23.2,0,4,15.31
1,0,0,1,-6,0.01,317,1,1,1,51,0,96.52,-0.07,1023,3.02,0,1894,0,23.2,0,4,15.31
1,0,0,1,-6,0.01,316,1,1,1,52,0,96.61,0,1008,3.02,0,1906,0,23.2,0,4,15.27
1,0,0,1,-6,0.01,316,1,1,1,52,0,96.61,0,1008,3.02,0,1906,0,23.2,0,4,15.23
1,0,0,1,-6,0.01,316,1,1,1,52,0,96.77,0,1023,3.02,0,1896,0,23.6,0,4,15.22
1,0,0,1,-6,0.01,316,1,1,1,52,0,96.77,0,1023,3.02,0,1896,0,23.6,0,4,15.22
1,0,0,1,-6,0.01,316,1,1,1,52,0,96.94,-0.07,1008,3.02,0,1890,0,24.1,0,4,15.21
1,0,0,1,-6,0.01,316,1,1,1,52,0,96.94,0,1008,3.02,0,1901,0,24.5,0,4,15.17
1,0,0,1,-6,0.01,316,1,1,1,52,0,97.03,0,1008,3.02,0,1910,0,25,0,4,15.15
1,0,0,1,-6,0.01,316,1,1,1,52,0,97.08,0.07,1008,4.51,0,1916,0,25,0,4,15.17
1,0,0,1,4,0.01,315,1,1,1,52,0,97.28,0,1008,4.51,0,1911,0,25,0,4,15.15
1,0,0,1,4,0.01,315,1,1,1,52,0,97.42,0.07,496,4.51,0,1916,0,25,0,4,15.14
1,0,0,1,4,0.01,315,1,1,1,52,0,97.56,0.07,1008,4.51,0,1910,0,25,0,4,15.11
1,0,0,1,4,0.01,315,1,1,1,52,0,97.67,0.18,496,4.51,0,1916,0,25,0,4,15.09
1,0,0,1,-2,0.01,315,1,1,1,53,0,97.7,0.28,1008,4.51,0,1920,0,25,0,4,15.09
1,0,0,1,-2,0.01,315,1,1,1,53,0,97.89,0.07,240,4.51,0,1924,0,25,0,4,15.08
1,0,0,1,-2,0.01,315,1,1,1,53,0,98.09,0.18,240,4.51,0,1930,0,25,0,4,15.08
1,0,0,1,-2,0.01,315,1,1,1,53,0,98.26,0.18,240,4.51,0,1929,0,25,0,4,15.06
1,0,0,1,-2,0.01,315,1,1,1,53,0,98.28,0.07,240,4.51,0,1937,0,24.1,0,4,15.06
1,0,0,1,-2,0.01,315,1,1,1,53,0,98.38,0.07,240,4.51,0,1936,0,23.2,0,4,15.08
1,0,0,1,2,0.01,320,1,1,1,54,0,98.55,0.07,240,4.51,0,1939,0,23.2,0,4,15.09
1,0,0,1,2,0.01,320,1,1,1,54,0,98.69,0.07,240,4.51,0,1942,0,23.2,0,4,15.05
1,0,0,1,2,0.01,320,1,1,1,54,0,98.83,0.18,240,4.51,0,1942,0,22.8,0,4,15.04
1,0,0,1,2,0.01,320,1,1,1,54,0,98.93,0.18,240,4.51,0,1937,0,21.5,0,4,15.06
1,0,0,1,8,0.02,322,1,1,1,55,0,98.98,0.07,240,4.51,0,1939,0,20.6,0,4,15.04
1,0,0,1,8,0.02,322,1,1,1,55,0,99.09,0.18,240,4.51,0,1941,0,20.6,0,4,15.04
1,0,0,1,8,0.02,322,1,1,1,55,0,99.28,0.18,240,4.51,0,1938,0,20.6,0,4,15.04
1,0,0,1,8,0.02,322,1,1,1,55,0,99.35,0.18,240,4.51,0,1940,0,20.6,0,4,15.02
1,0,0,1,8,0.02,322,1,1,1,55,0,99.29,0.07,240,4.51,0,1942,0,20.6,0,4,15.02
1,0,0,1,8,0.02,322,1,1,1,55,0,99.51,0.28,240,4.51,0,1946,0,20.6,0,4,15.03
1,0,0,1,0,0.02,322,1,1,1,56,0,99.58,0.18,240,4.51,0,1949,0,20.6,0,4,15.04
1,0,0,1,0,0.02,322,1,1,1,56,0,99.63,0.18,240,4.51,0,1951,0,20.6,0,4,15.06
1,0,0,1,0,0.02,322,1,1,1,56,0,99.76,0.18,240,4.51,0,1955,0,20.6,0,4,15.09
1,0,0,1,0,0.02,322,1,1,1,56,0,99.83,0.18,240,4.51,0,1952,0,20.6,0,4,15.11
1,0,0,1,2,0.02,323,1,1,0,0,0,99.83,0.18,240,4.51,0,1956,0,20.6,0,4,15.12
1,0,0,1,2,0.02,323,1,1,0,0,0,99.89,0.18,240,4.51,0,1960,0,20.6,0,4,15.12
1,0,0,1,2,0.02,323,1,1,0,0,0,100.04,0.07,240,4.51,0,1966,0,20.6,0,4,15.13
1,0,0,1,2,0.02,323,1,1,0,0,0,100.14,0.07,240,4.51,0,1966,0,20.6,0,4,15.12
1,0,0,1,2,0.02,323,1,1,0,0,0,100.17,0,240,4.51,0,1965,0,20.6,0,4,15.13
1,0,0,1,2,0.02,323,1,1,0,0,0,100.22,0,240,4.51,0,1973,0,20.6,0,4,15.11
1,0,0,1,16,0.02,320,1,1,1,58,0,100.38,0.07,240,4.51,0,1978,0,20.6,0,4,15.11
1,0,0,1,16,0.02,320,1,1,1,58,0,100.41,0,240,4.51,0,1985,0,20.6,0,4,15.11
1,0,0,1,16,0.02,320,1,1,1,58,0,100.51,0,240,4.51,0,1980,0,20.6,0,4,15.11
1,0,0,1,16,0.02,320,1,1,1,58,0,100.51,0,240,4.51,0,1974,0,20.6,0,4,15.1
1,0,0,1,16,0.02,324,1,1,1,59,0,100.74,0,752,3.02,0,1977,0,20.6,0,4,15.08
1,0,0,1,16,0.02,324,1,1,1,59,0,100.74,0,752,3.02,0,1977,0,20.6,0,4,15.07
1,0,0,1,16,0.02,324,1,1,1,59,0,100.86,0,255,3.02,0,1984,0,20.6,0,4,15.07
1,0,0,1,16,0.02,324,1,1,1,59,0,100.86,0,255,3.02,0,1984,0,20.6,0,4,15.06
1,0,0,1,16,0.02,324,1,1,1,59,0,100.97,-0.07,511,3.02,0,1997,0,20.6,0,4,15.03
1,0,0,1,16,0.02,324,1,1,1,59,0,100.97,-0.07,511,3.02,0,1997,0,20.6,0,4,15.03
1,0,0,1,-12,0.02,322,1,1,1,59,0,101.15,0,511,3.02,0,1980,0,20.6,0,4,15.03
1,0,0,1,-12,0.02,322,1,1,1,59,0,101.15,0,511,3.02,0,1980,0,20.6,0,4,15.03
1,0,0,1,-12,0.02,322,1,1,1,59,0,101.34,0,496,3.02,0,1990,0,20.6,0,4,15.03
1,0,0,1,-12,0.02,322,1,1,1,59,0,101.34,0,496,3.02,0,1990,0,20.6,0,4,15.03
1,0,0,1,-12,0.02,322,1,1,1,59,0,101.53,0.07,240,4.51,0,1995,0,21,0,4,15.03
1,0,0,1,-12,0.02,322,1,1,1,59,0,101.53,0.07,240,4.51,0,1995,0,21,0,4,15.03
1,0,0,1,-20,0.02,322,1,1,1,60,0,101.67,0.18,1008,4.51,0,1998,0,21,0,4,15.03
1,0,0,1,-20,0.02,322,1,1,1,60,0,101.67,0.18,1008,4.51,0,1998,0,21,0,4,15.01
1,0,0,1,-20,0.02,322,1,1,1,60,0,101.79,0.07,1008,4.51,0,1995,0,20.2,0,4,15.02
1,0,0,1,-20,0.02,322,1,1,1,60,0,101.79,0.07,1008,4.51,0,1995,0,20.2,0,4,15.01
1,0,0,1,-10,0.02,323,1,1,1,60,0,101.93,0,240,4.51,0,1999,0,17.1,0,4,15.02
1,0,0,1,-10,0.02,323,1,1,1,60,0,101.93,0,240,4.51,0,1999,0,17.1,0,4,15.02
1,0,0,1,-10,0.02,323,1,1,1,60,0,102.07,0,255,4.51,0,1994,0,15.8,0,4,15.02
1,0,0,1,-10,0.02,323,1,1,1,60,0,102.13,0,255,4.51,0,1995,0,15.4,0,4,15
1,0,0,1,-10,0.02,323,1,1,1,60,0,102.15,0,255,4.51,0,1993,0,15.4,0,4,15
1,0,0,1,-10,0.02,323,1,1,1,60,0,102.19,-0.07,255,4.51,0,2001,0,15.4,0,4,14.98
1,0,0,1,14,0.02,327,1,1,1,60,0,102.19,0,255,4.51,0,2007,0,15.4,0,4,14.97
1,0,0,1,14,0.02,327,1,1,1,60,0,102.26,-0.07,255,4.51,0,2010,0,14.9,0,4,14.97
1,0,0,1,14,0.02,327,1,1,1,60,0,102.3,0,240,4.51,0,2008,0,14.9,0,4,14.96
1,0,0,1,14,0.02,327,1,1,1,60,0,102.28,0,240,4.51,0,2012,0,14.9,0,4,14.94
1,0,0,1,14,0.02,327,1,1,1,60,0,102.38,0.07,240,4.51,0,2015,0,14.9,0,4,14.95
1,0,0,1,14,0.02,327,1,1,1,60,0,102.36,0.07,240,4.51,0,2027,0,15.8,0,4,14.94
1,0,0,1,14,0.02,327,1,1,1,60,0,102.39,0,240,4.51,0,2031,0,15.8,0,4,14.92
1,0,0,1,14,0.02,327,1,1,1,60,0,102.44,0.07,240,3.02,0,2027,0,15.8,0,4,14.93
1,0,0,1,14,0.02,327,1,1,1,60,0,102.6,0.07,1023,3.02,0,2029,0,15.8,0,4,14.94
1,0,0,1,14,0.02,327,1,1,1,60,0,102.48,0.07,1023,3.02,0,2034,0,15.8,0,4,14.93
1,0,0,1,14,0.02,327,1,1,1,60,0,102.35,0,255,3.02,0,2030,0,15.8,0,4,14.94
1,0,0,1,14,0.02,327,1,1,1,60,0,102.57,-0.07,1023,3.02,0,2033,0,15.8,0,4,14.95
1,0,0,1,14,0.02,327,1,1,1,60,0,102.73,-0.07,496,3.02,0,2028,0,15.8,0,4,14.93
1,0,0,1,14,0.02,327,1,1,1,60,0,102.77,0,496,3.02,0,2027,0,15.4,0,4,14.92
1,0,0,1,14,0.02,327,1,1,1,60,0,102.73,0,496,3.02,0,2031,0,14.5,0,4,14.9
1,0,0,1,14,0.02,327,1,1,1,60,0,102.76,0.18,496,3.02,0,2024,0,14.1,0,4,14.9
1,0,0,1,12,0.02,322,1,1,1,60,0,102.74,0.18,496,3.02,0,2016,0,14.1,0,4,14.88
1,0,0,1,12,0.02,322,1,1,1,60,0,102.67,0,511,3.02,0,2014,0,13.6,0,4,14.89
1,0,0,1,12,0.02,322,1,1,1,60,0,102.91,0.07,511,3.02,0,2020,0,13.6,0,4,14.87
1,0,0,1,12,0.02,322,1,1,1,60,0,103.07,0.07,496,3.02,0,2019,0,13.6,0,4,14.87
1,0,0,1,12,0.02,322,1,1,1,60,0,102.88,0.07,496,3.02,0,2021,0,13.6,0,4,14.87
1,0,0,1,12,0.02,322,1,1,1,60,0,102.74,0,496,3.02,0,2027,0,13.2,0,4,14.86
1,0,0,1,-10,0.02,321,1,1,1,61,0,102.93,0,496,3.02,0,2024,0,12.3,0,4,14.82
1,0,0,1,-10,0.02,321,1,1,1,61,0,103.04,0,496,3.02,0,2030,0,11.9,0,4,14.82
1,0,0,0,-10,0.02,321,1,1,1,61,0,103.07,0.07,496,3.02,0,2036,0,11.5,0,4,14.83
1,0,0,0,-10,0.02,321,1,1,1,61,0,103.03,0,496,3.02,0,2023,0,11,0,4,14.92
1,0,0,0,-4,0.02,323,1,1,1,61,0,102.97,0.07,496,3.02,0,2019,0,9.7,0,4,14.92
1,0,0,0,-4,0.02,323,1,1,1,61,0,102.96,0.07,752,4.51,0,2011,0,8.9,0,4,14.89
1,0,0,1,-4,0.02,323,1,1,1,61,0,103.1,0.07,752,4.51,0,2007,0,8.9,0,4,14.89
1,0,0,1,-4,0.02,323,1,1,1,61,0,103.1,0.07,752,4.51,0,2007,0,8.9,0,4,14.89
1,0,0,1,6,0.02,327,1,1,1,61,0,103,0.28,752,4.51,0,2017,0,8.9,0,4,14.89
1,0,0,1,6,0.02,327,1,1,1,61,0,103,0.28,752,4.51,0,2017,0,8.9,0,4,14.89
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.98,0.28,240,4.51,0,2018,0,8.9,0,4,14.89
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.98,0.28,240,4.51,0,2018,0,8.9,0,4,14.88
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.88,0.28,240,4.51,0,2010,0,8.9,0,4,14.87
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.88,0.28,240,4.51,0,2010,0,8.9,0,4,14.88
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.85,0.07,240,4.51,0,2014,0,8.9,0,4,14.87
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.85,0.07,240,4.51,0,2014,0,8.9,0,4,14.86
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.87,0.07,240,4.51,0,2056,0,10.6,0,4,14.86
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.87,0.07,240,4.51,0,2056,0,10.6,0,4,14.83
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.68,0.18,240,4.51,0,2027,0,13.2,0,4,14.79
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.68,0.18,240,4.51,0,2027,0,13.2,0,4,14.77
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.86,0.07,240,4.51,0,2059,0,16.3,0,4,14.78
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.86,0.07,240,4.51,0,2059,0,16.3,0,4,14.78
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.77,0,240,3.02,0,2055,0,16.7,0,4,14.79
1,0,0,1,-12,0.02,326,1,1,1,61,0,102.77,0,240,3.02,0,2055,0,16.7,0,4,14.79
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.93,-0.07,752,3.02,0,2044,0,16.7,0,4,14.79
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.93,-0.07,752,3.02,0,2044,0,16.7,0,4,14.81
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.75,0,255,3.02,0,2032,0,16.7,0,4,14.79
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.73,0,767,3.02,0,2029,0,17.1,0,4,14.78
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.83,0,511,3.02,0,2030,0,17.1,0,4,14.81
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.87,0,496,3.02,0,2034,0,17.1,0,4,14.8
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.91,0,496,3.02,0,2036,0,17.1,0,4,14.8
1,0,0,1,-14,0.02,326,1,1,1,61,0,102.71,-0.07,496,3.02,0,2039,0,17.1,0,4,14.78
1,0,0,1,-2,0.02,329,1,1,1,62,0,102.87,0,496,3.02,0,2030,0,17.1,0,4,14.79
1,0,0,1,-2,0.02,329,1,1,1,62,0,102.69,0,496,3.02,0,2026,0,17.1,0,4,14.79
1,0,0,1,-2,0.02,329,1,1,1,62,0,102.59,0,511,3.02,0,2029,0,17.6,0,4,14.77
1,0,0,1,-2,0.02,329,1,1,1,62,0,102.67,0,511,3.02,0,2028,0,18.4,0,4,14.77
1,0,0,1,18,0.02,330,1,1,1,62,0,102.81,0,511,3.02,0,2024,0,19.7,0,4,14.77
1,0,0,1,18,0.02,330,1,1,1,62,0,102.72,0,511,3.02,0,2022,0,20.6,0,4,14.77
1,0,0,1,18,0.02,330,1,1,1,62,0,102.68,0.07,496,3.02,0,2034,0,21.5,0,4,14.78
1,0,0,1,18,0.02,330,1,1,1,62,0,102.78,0,496,3.02,0,2046,0,21.9,0,4,14.76
1,0,0,1,18,0.02,330,1,1,1,62,0,102.69,0,496,3.02,0,2035,0,21.9,0,4,14.77
1,0,0,1,18,0.02,330,1,1,1,62,0,102.74,0.07,496,3.02,0,2022,0,22.8,0,4,14.76
1,0,0,1,36,0.02,326,1,1,1,62,0,102.86,0,496,3.02,0,2021,0,23.2,0,4,14.75
1,0,0,1,36,0.02,326,1,1,1,62,0,102.88,0,496,3.02,0,2011,0,23.2,0,4,14.74
1,0,0,1,36,0.02,326,1,1,1,62,0,102.89,0,496,3.02,0,2015,0,23.2,0,4,14.74
1,0,0,1,36,0.02,326,1,1,1,62,0,102.8,0,496,3.02,0,2015,0,23.2,0,4,14.73
1,0,0,1,14,0.02,322,1,1,1,62,0,102.98,-0.07,496,3.02,0,2013,0,23.2,0,4,14.74
1,0,0,1,14,0.02,322,1,1,1,62,0,102.94,0,496,3.02,0,2012,0,23.2,0,4,14.75
1,0,0,1,14,0.02,322,1,1,1,62,0,102.88,0,496,3.02,0,2015,0,23.2,0,4,14.75
1,0,0,1,14,0.02,322,1,1,1,62,0,103.03,0,496,3.02,0,2015,0,23.2,0,4,14.75
1,0,0,1,14,0.02,322,1,1,1,62,0,103.19,0,511,3.02,0,2015,0,23.2,0,4,14.74
1,0,0,1,14,0.02,322,1,1,1,62,0,103.11,0,511,3.02,0,2011,0,23.2,0,4,14.74
1,0,0,1,-8,0.02,325,1,1,1,62,0,103.04,0,511,3.02,0,2012,0,23.2,0,4,14.75
1,0,0,1,-8,0.02,325,1,1,1,62,0,103.28,-0.07,511,3.02,0,2013,0,23.2,0,4,14.75
1,0,0,1,-8,0.02,325,1,1,1,62,0,103.16,0,496,3.02,0,2022,0,23.2,0,4,14.78
1,0,0,1,-8,0.02,325,1,1,1,62,0,103.14,0,496,3.02,0,2025,0,22.8,0,4,14.78
1,0,0,1,-16,0.02,325,1,1,1,62,0,103.36,0,496,3.02,0,2020,0,22.3,0,4,14.77
1,0,0,1,-16,0.02,325,1,1,1,62,0,103.36,0,496,3.02,0,2020,0,22.3,0,4,14.8
1,0,0,1,-16,0.02,325,1,1,1,62,0,103.3,0.07,496,3.02,0,2020,0,20.6,0,4,14.83
1,0,0,1,-16,0.02,325,1,1,1,62,0,103.3,0.07,496,3.02,0,2020,0,20.6,0,4,14.86
1,0,0,1,-16,0.02,325,1,1,1,62,0,103.2,0,511,3.02,0,2019,0,18,0,4,14.89
1,0,0,1,-16,0.02,325,1,1,1,62,0,103.2,0,511,3.02,0,2019,0,18,0,4,14.93
